GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022200336,310,202691,Klay Thompson,1610612744,Golden State Warriors,2,3,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,15,1,1,20221202,GSW,CHI
Shot Chart Detail,0022200336,330,202691,Klay Thompson,1610612744,Golden State Warriors,2,2,19,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,10,1,1,20221202,GSW,CHI
Shot Chart Detail,0022200336,448,202691,Klay Thompson,1610612744,Golden State Warriors,3,5,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-203,175,1,1,20221202,GSW,CHI
Shot Chart Detail,0022200336,636,202691,Klay Thompson,1610612744,Golden State Warriors,4,6,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-211,163,1,1,20221202,GSW,CHI
Shot Chart Detail,0022200336,703,202691,Klay Thompson,1610612744,Golden State Warriors,4,0,55,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-23,156,1,1,20221202,GSW,CHI
Shot Chart Detail,0022200359,38,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-194,181,1,1,20221205,GSW,IND
Shot Chart Detail,0022200359,70,202691,Klay Thompson,1610612744,Golden State Warriors,1,6,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-170,223,1,1,20221205,GSW,IND
Shot Chart Detail,0022200359,245,202691,Klay Thompson,1610612744,Golden State Warriors,2,5,54,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,158,211,1,1,20221205,GSW,IND
Shot Chart Detail,0022200359,250,202691,Klay Thompson,1610612744,Golden State Warriors,2,5,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,156,210,1,1,20221205,GSW,IND
Shot Chart Detail,0022200359,254,202691,Klay Thompson,1610612744,Golden State Warriors,2,4,53,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,123,237,1,1,20221205,GSW,IND
Shot Chart Detail,0022200359,325,202691,Klay Thompson,1610612744,Golden State Warriors,2,0,46,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,136,73,1,1,20221205,GSW,IND
Shot Chart Detail,0022200359,411,202691,Klay Thompson,1610612744,Golden State Warriors,3,6,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-114,232,1,1,20221205,GSW,IND
Shot Chart Detail,0022200359,542,202691,Klay Thompson,1610612744,Golden State Warriors,4,9,48,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,25,1,1,20221205,GSW,IND
Shot Chart Detail,0022200359,552,202691,Klay Thompson,1610612744,Golden State Warriors,4,9,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,140,232,1,1,20221205,GSW,IND
Shot Chart Detail,0022200372,92,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,33,258,1,1,20221207,UTA,GSW
Shot Chart Detail,0022200372,200,202691,Klay Thompson,1610612744,Golden State Warriors,2,8,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,211,141,1,1,20221207,UTA,GSW
Shot Chart Detail,0022200372,323,202691,Klay Thompson,1610612744,Golden State Warriors,2,1,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,206,143,1,1,20221207,UTA,GSW
Shot Chart Detail,0022200372,327,202691,Klay Thompson,1610612744,Golden State Warriors,2,1,10,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,31,1,1,20221207,UTA,GSW
Shot Chart Detail,0022200372,356,202691,Klay Thompson,1610612744,Golden State Warriors,3,11,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-203,16,1,1,20221207,UTA,GSW
Shot Chart Detail,0022200372,368,202691,Klay Thompson,1610612744,Golden State Warriors,3,10,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,142,42,1,1,20221207,UTA,GSW
Shot Chart Detail,0022200372,393,202691,Klay Thompson,1610612744,Golden State Warriors,3,8,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,125,115,1,1,20221207,UTA,GSW
Shot Chart Detail,0022200372,459,202691,Klay Thompson,1610612744,Golden State Warriors,3,3,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,132,218,1,1,20221207,UTA,GSW
Shot Chart Detail,0022200392,33,202691,Klay Thompson,1610612744,Golden State Warriors,1,9,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,28,193,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,85,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,40,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,89,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,9,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-100,96,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,91,202691,Klay Thompson,1610612744,Golden State Warriors,1,4,28,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,38,10,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,103,202691,Klay Thompson,1610612744,Golden State Warriors,1,3,13,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-109,25,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,228,202691,Klay Thompson,1610612744,Golden State Warriors,2,7,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,144,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,238,202691,Klay Thompson,1610612744,Golden State Warriors,2,6,11,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,38,190,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,261,202691,Klay Thompson,1610612744,Golden State Warriors,2,4,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,211,142,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,270,202691,Klay Thompson,1610612744,Golden State Warriors,2,3,44,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-141,120,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,292,202691,Klay Thompson,1610612744,Golden State Warriors,2,2,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,44,183,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,356,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,40,269,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,389,202691,Klay Thompson,1610612744,Golden State Warriors,3,6,6,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,31,34,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,423,202691,Klay Thompson,1610612744,Golden State Warriors,3,3,29,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,217,135,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200392,615,202691,Klay Thompson,1610612744,Golden State Warriors,4,2,14,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-34,30,1,1,20221210,GSW,BOS
Shot Chart Detail,0022200410,12,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-72,167,1,1,20221213,MIL,GSW
Shot Chart Detail,0022200410,20,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-119,141,1,1,20221213,MIL,GSW
Shot Chart Detail,0022200410,44,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,10,1,1,20221213,MIL,GSW
Shot Chart Detail,0022200410,88,202691,Klay Thompson,1610612744,Golden State Warriors,1,4,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-211,183,1,1,20221213,MIL,GSW
Shot Chart Detail,0022200410,297,202691,Klay Thompson,1610612744,Golden State Warriors,2,2,15,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-85,252,1,1,20221213,MIL,GSW
Shot Chart Detail,0022200410,572,202691,Klay Thompson,1610612744,Golden State Warriors,4,9,7,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20221213,MIL,GSW
Shot Chart Detail,0022200432,13,202691,Klay Thompson,1610612744,Golden State Warriors,1,11,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-11,277,1,1,20221216,PHI,GSW
Shot Chart Detail,0022200432,497,202691,Klay Thompson,1610612744,Golden State Warriors,4,8,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-199,161,1,1,20221216,PHI,GSW
Shot Chart Detail,0022200432,527,202691,Klay Thompson,1610612744,Golden State Warriors,4,6,16,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,30,1,1,20221216,PHI,GSW
Shot Chart Detail,0022200432,595,202691,Klay Thompson,1610612744,Golden State Warriors,4,2,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,19,1,1,20221216,PHI,GSW
Shot Chart Detail,0022200448,69,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,169,213,1,1,20221218,TOR,GSW
Shot Chart Detail,0022200448,331,202691,Klay Thompson,1610612744,Golden State Warriors,2,0,29,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-239,1,1,1,20221218,TOR,GSW
Shot Chart Detail,0022200448,374,202691,Klay Thompson,1610612744,Golden State Warriors,3,11,16,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-237,53,1,1,20221218,TOR,GSW
Shot Chart Detail,0022200448,389,202691,Klay Thompson,1610612744,Golden State Warriors,3,10,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-1,1,1,20221218,TOR,GSW
Shot Chart Detail,0022200448,468,202691,Klay Thompson,1610612744,Golden State Warriors,3,3,51,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-188,104,1,1,20221218,TOR,GSW
Shot Chart Detail,0022200448,488,202691,Klay Thompson,1610612744,Golden State Warriors,3,2,44,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,109,13,1,1,20221218,TOR,GSW
Shot Chart Detail,0022200463,33,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,58,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,9,1,1,20221220,NYK,GSW
Shot Chart Detail,0022200463,115,202691,Klay Thompson,1610612744,Golden State Warriors,1,2,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-7,176,1,1,20221220,NYK,GSW
Shot Chart Detail,0022200463,263,202691,Klay Thompson,1610612744,Golden State Warriors,2,2,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,202,152,1,1,20221220,NYK,GSW
Shot Chart Detail,0022200463,331,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,19,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,-4,1,1,20221220,NYK,GSW
Shot Chart Detail,0022200463,339,202691,Klay Thompson,1610612744,Golden State Warriors,3,8,46,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,1,138,1,1,20221220,NYK,GSW
Shot Chart Detail,0022200496,24,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-195,201,1,1,20221225,GSW,MEM
Shot Chart Detail,0022200496,233,202691,Klay Thompson,1610612744,Golden State Warriors,2,8,9,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221225,GSW,MEM
Shot Chart Detail,0022200496,374,202691,Klay Thompson,1610612744,Golden State Warriors,3,11,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,208,144,1,1,20221225,GSW,MEM
Shot Chart Detail,0022200496,400,202691,Klay Thompson,1610612744,Golden State Warriors,3,10,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,233,1,1,20221225,GSW,MEM
Shot Chart Detail,0022200496,413,202691,Klay Thompson,1610612744,Golden State Warriors,3,9,35,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,65,172,1,1,20221225,GSW,MEM
Shot Chart Detail,0022200496,670,202691,Klay Thompson,1610612744,Golden State Warriors,4,4,21,Made Shot,Running Alley Oop Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,44,1,1,20221225,GSW,MEM
Shot Chart Detail,0022200496,680,202691,Klay Thompson,1610612744,Golden State Warriors,4,3,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-32,196,1,1,20221225,GSW,MEM
Shot Chart Detail,0022200496,709,202691,Klay Thompson,1610612744,Golden State Warriors,4,1,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-188,-19,1,1,20221225,GSW,MEM
Shot Chart Detail,0022200513,32,202691,Klay Thompson,1610612744,Golden State Warriors,1,9,30,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,79,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200513,43,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,152,212,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200513,51,202691,Klay Thompson,1610612744,Golden State Warriors,1,7,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-221,139,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200513,110,202691,Klay Thompson,1610612744,Golden State Warriors,1,3,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,153,241,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200513,158,202691,Klay Thompson,1610612744,Golden State Warriors,1,0,4,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,141,22,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200513,275,202691,Klay Thompson,1610612744,Golden State Warriors,2,5,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,151,105,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200513,356,202691,Klay Thompson,1610612744,Golden State Warriors,2,0,45,Made Shot,Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-37,44,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200513,477,202691,Klay Thompson,1610612744,Golden State Warriors,3,5,0,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-92,64,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200513,517,202691,Klay Thompson,1610612744,Golden State Warriors,3,1,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-199,182,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200513,607,202691,Klay Thompson,1610612744,Golden State Warriors,4,6,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,162,105,1,1,20221227,GSW,CHA
Shot Chart Detail,0022200536,7,202691,Klay Thompson,1610612744,Golden State Warriors,1,11,38,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,97,39,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,10,202691,Klay Thompson,1610612744,Golden State Warriors,1,11,4,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,56,46,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,18,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,26,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-189,195,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,22,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-200,201,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,86,202691,Klay Thompson,1610612744,Golden State Warriors,1,4,33,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,181,196,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,112,202691,Klay Thompson,1610612744,Golden State Warriors,1,2,7,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-38,73,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,365,202691,Klay Thompson,1610612744,Golden State Warriors,3,11,29,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,31,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,383,202691,Klay Thompson,1610612744,Golden State Warriors,3,10,5,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,11,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,450,202691,Klay Thompson,1610612744,Golden State Warriors,3,3,46,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,20,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,503,202691,Klay Thompson,1610612744,Golden State Warriors,3,0,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,145,215,1,1,20221230,GSW,POR
Shot Chart Detail,0022200536,664,202691,Klay Thompson,1610612744,Golden State Warriors,4,1,36,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,235,93,1,1,20221230,GSW,POR
Shot Chart Detail,0022200558,14,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,43,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,43,104,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,39,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,196,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,56,202691,Klay Thompson,1610612744,Golden State Warriors,1,6,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,156,204,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,69,202691,Klay Thompson,1610612744,Golden State Warriors,1,5,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,93,249,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,82,202691,Klay Thompson,1610612744,Golden State Warriors,1,4,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-40,270,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,126,202691,Klay Thompson,1610612744,Golden State Warriors,1,0,36,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-146,8,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,286,202691,Klay Thompson,1610612744,Golden State Warriors,2,3,32,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-33,23,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,290,202691,Klay Thompson,1610612744,Golden State Warriors,2,3,3,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,55,178,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,316,202691,Klay Thompson,1610612744,Golden State Warriors,2,1,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,18,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,411,202691,Klay Thompson,1610612744,Golden State Warriors,3,8,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,196,183,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,416,202691,Klay Thompson,1610612744,Golden State Warriors,3,7,56,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-37,29,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,420,202691,Klay Thompson,1610612744,Golden State Warriors,3,7,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,172,227,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,433,202691,Klay Thompson,1610612744,Golden State Warriors,3,6,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,191,23,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,482,202691,Klay Thompson,1610612744,Golden State Warriors,3,2,16,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,586,202691,Klay Thompson,1610612744,Golden State Warriors,4,6,47,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,162,42,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,613,202691,Klay Thompson,1610612744,Golden State Warriors,4,5,14,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,200,174,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,675,202691,Klay Thompson,1610612744,Golden State Warriors,4,0,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-185,190,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,737,202691,Klay Thompson,1610612744,Golden State Warriors,5,2,48,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-37,20,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,744,202691,Klay Thompson,1610612744,Golden State Warriors,5,1,55,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,21,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,773,202691,Klay Thompson,1610612744,Golden State Warriors,5,0,18,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-22,263,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200558,819,202691,Klay Thompson,1610612744,Golden State Warriors,6,2,32,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,145,1,1,1,20230102,GSW,ATL
Shot Chart Detail,0022200573,24,202691,Klay Thompson,1610612744,Golden State Warriors,1,9,48,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,22,1,1,20230104,GSW,DET
Shot Chart Detail,0022200573,98,202691,Klay Thompson,1610612744,Golden State Warriors,1,2,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,24,1,1,20230104,GSW,DET
Shot Chart Detail,0022200573,317,202691,Klay Thompson,1610612744,Golden State Warriors,3,11,27,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,82,153,1,1,20230104,GSW,DET
Shot Chart Detail,0022200573,321,202691,Klay Thompson,1610612744,Golden State Warriors,3,10,56,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,17,1,1,20230104,GSW,DET
Shot Chart Detail,0022200573,401,202691,Klay Thompson,1610612744,Golden State Warriors,3,3,45,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,11,1,1,20230104,GSW,DET
Shot Chart Detail,0022200573,518,202691,Klay Thompson,1610612744,Golden State Warriors,4,7,33,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,16,1,1,20230104,GSW,DET
Shot Chart Detail,0022200573,551,202691,Klay Thompson,1610612744,Golden State Warriors,4,5,38,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-153,96,1,1,20230104,GSW,DET
Shot Chart Detail,0022200573,553,202691,Klay Thompson,1610612744,Golden State Warriors,4,5,15,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-29,280,1,1,20230104,GSW,DET
Shot Chart Detail,0022200573,561,202691,Klay Thompson,1610612744,Golden State Warriors,4,4,35,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,167,205,1,1,20230104,GSW,DET
